CHEMBL_ID,Molecular Weight,SMILES,Standard Type,Standard Relation,STANDARD_VALUE,Standard Units,STANDARD_VALUE_LN,STANDARD_VALUE_LOG,TYPE,TYPE_LABEL,AlogP,NumHAcceptors,NumHDonors,NumRotatableBonds,FractionCSP3,TPSA,LogP_WildmanCrippen
CHEMBL2322468,452.76,O=S(=O)(Nc1cccc(CO)c1Cl)c1ccc(-c2ccc(Br)cc2)cc1,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,5.06,3,2,6,0.052631579,66.4,5.0626
CHEMBL2181296,440.47,CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)cc4)c3)cc2)CC1,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,4.4,4,1,5,0.25,62.46,4.4042
CHEMBL3410048,417.47,COc1ccc(N(CCO)C(=O)Nc2ccc(-c3ncnc4[nH]cc(C)c34)cc2)cc1,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,3.97,5,3,9,0.173913043,103.37,3.97272
CHEMBL4099219,402.43,O=c1c2ccccc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,4.72,6,1,3,0.090909091,77.35,4.7173
CHEMBL3410045,401.47,Cc1ccc(N(CCO)C(=O)Nc2ccc(-c3ncnc4[nH]cc(C)c34)cc2)cc1,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,4.27,4,3,8,0.173913043,94.14,4.27254
CHEMBL1650418,375.43,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(-c2ccoc2)c1=O,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,2.35,7,1,5,0.285714286,101.08,2.35078
CHEMBL3421827,360.93,CCN(CC)CCCCCN/C(C)=N\c1ccnc2cc(Cl)ccc12,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,5.04,3,1,12,0.5,40.52,5.0398
CHEMBL4097060,300.3,CS(=O)(=Nc1ccc(C(F)(F)F)cc1)c1ccncc1,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,3.89,3,0,3,0.153846154,42.32,3.8888
CHEMBL4072585,271.45,c1ccc(C(CC2CCCCN2)C2CCCCC2)cc1,T1/2,'=',0.9333,hr,-0.069028586,-0.029978734,moderate,1,4.88,1,1,4,0.684210526,12.03,4.8827
CHEMBL2023898,738.89,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,T1/2,'=',0.9383,hr,-0.063685552,-0.027658284,moderate,1,6.22,8,4,17,0.45,174.64,6.222
CHEMBL3633361,400.44,COc1cc(-c2nccc3[nH]c(-c4ccc5cc[nH]c5c4)nc23)cc(OC)c1OC,T1/2,'=',0.9383,hr,-0.063685552,-0.027658284,moderate,1,4.8,5,2,8,0.130434783,85.05,4.799
CHEMBL4059848,526.52,CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C,T1/2,'=',0.95,hr,-0.051293294,-0.022276395,moderate,1,3.38,8,1,8,0.32,114.65,3.378
CHEMBL3759763,397.99,CC(CNCCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,T1/2,'=',0.95,hr,-0.051293294,-0.022276395,moderate,1,5.88,3,2,8,0.625,36.95,5.8847
CHEMBL4079929,308.33,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)C(O)C(C)(C)O1,T1/2,'=',0.9517,hr,-0.04950542,-0.021499931,moderate,1,2.79,4,1,4,0.263157895,63.6,2.79442
CHEMBL1669599,683.15,NC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,T1/2,'=',0.9667,hr,-0.03386707,-0.014708281,moderate,1,3.18,10,3,9,0.235294118,170.29,3.1806
CHEMBL253217,529.6,Cc1ccc(-c2nn(CC3CCC3)c(=O)c(C3=NS(=O)(=O)c4cc(OCC(N)=O)ccc4N3)c2O)s1,T1/2,'=',0.9667,hr,-0.03386707,-0.014708281,moderate,1,2.21,10,3,9,0.304347826,165.97,2.21102
CHEMBL4077818,397.8,Cc1nn(-c2ncnc3nc[nH]c23)c2c1C(c1ccc(F)cc1Cl)CC(=O)N2,T1/2,'=',0.9667,hr,-0.03386707,-0.014708281,moderate,1,3.11,6,2,3,0.166666667,101.38,3.11362
CHEMBL1762428,379.46,CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)N3CCOCC3)CC2)no1,T1/2,'=',0.9667,hr,-0.03386707,-0.014708281,moderate,1,1.96,5,1,1,0.722222222,91.15,1.9639
CHEMBL3357899,699.21,CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCC(N)=O,T1/2,'=',0.9833,hr,-0.016841017,-0.007313961,moderate,1,5.68,9,3,14,0.351351351,167.53,5.6779
CHEMBL4074702,635.62,[2H]C([2H])([2H])Oc1ncc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)cc1C(=O)NC(c1ncon1)(C([2H])([2H])[2H])C([2H])([2H])[2H],T1/2,'=',0.9833,hr,-0.016841017,-0.007313961,moderate,1,5.61,9,2,13,0.266666667,145.27,5.6071
CHEMBL583226,564.66,CCC(CC)[C@@H]1CC(O)=C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)C(=O)N1Cc1ccc(F)cc1,T1/2,'=',0.9833,hr,-0.016841017,-0.007313961,moderate,1,3.76,7,3,12,0.36,145.24,3.7593
CHEMBL1079587,536.68,CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)[C@@H]2C3CCC(CC3)[C@@H]21,T1/2,'=',0.9833,hr,-0.016841017,-0.007313961,moderate,1,3.08,7,3,10,0.583333333,145.24,3.076
CHEMBL404096,519.61,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C4CC4)ccc3N2)c(O)c2cccn21,T1/2,'=',0.9833,hr,-0.016841017,-0.007313961,moderate,1,2.32,9,3,10,0.363636364,151.34,2.3178
CHEMBL4104071,512.49,COc1ccc(-c2cc(C(F)(F)F)cc(C3(C(C)C)C(C#N)=C(N)Oc4n[nH]c(C)c43)c2)cc1C(=O)O,T1/2,'=',0.9833,hr,-0.016841017,-0.007313961,moderate,1,5.14,7,3,10,0.269230769,134.25,5.1391
CHEMBL498376,511.63,CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCN21,T1/2,'=',0.9833,hr,-0.016841017,-0.007313961,moderate,1,2.04,8,3,7,0.523809524,148.48,2.0407
CHEMBL1773834,343.43,CCS(=O)(=O)c1ccc2oc(-c3ccc4sccc4c3)nc2c1,T1/2,'=',0.9833,hr,-0.016841017,-0.007313961,moderate,1,4.5,5,0,4,0.117647059,60.17,4.5031
CHEMBL2018910,250.37,COc1ccc2[nH]c(SCC(C)(C)C)nc2c1,T1/2,'=',0.9883,hr,-0.011768984,-0.005111205,moderate,1,3.71,3,1,4,0.461538462,37.91,3.7097
CHEMBL4475689,339.47,CN1CCN(c2ccc(Nc3cc(-c4cccs4)n[nH]3)cc2)CC1,T1/2,'=',0.9967,hr,-0.003305457,-0.001435542,moderate,1,3.63,5,2,5,0.277777778,47.19,3.6336
CHEMBL256948,603.63,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3(C(F)(F)F)CCC3)c1=O)N2,T1/2,'=',1.0,hr,0.0,0.0,stable,1,3.34,10,3,8,0.318181818,159.82,3.3425
CHEMBL478019,540.62,CC(C)CCn1nc(N2CCOCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',1.0,hr,0.0,0.0,stable,1,0.76,11,3,11,0.476190476,172.29,0.7641
CHEMBL251790,518.58,CC(C)CCn1nc(-c2cncs2)c(O)c(C2=Nc3ccc(OCC(N)=O)cc3S(=O)(=O)N2)c1=O,T1/2,'=',1.0,hr,0.0,0.0,stable,1,1.35,11,3,11,0.285714286,178.86,1.3528
CHEMBL563955,468.73,CC(=O)N[C@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C,T1/2,'=',1.0,hr,0.0,0.0,stable,1,5.62,3,2,6,0.9,50.36,5.6157
CHEMBL464415,440.98,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCC1)NO,T1/2,'=',1.0,hr,0.0,0.0,stable,1,3.44,5,2,9,0.333333333,70.39,3.4359
CHEMBL3758254,426.05,CC(CCCNCCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,T1/2,'=',1.0,hr,0.0,0.0,stable,1,6.66,3,2,10,0.653846154,36.95,6.6649
CHEMBL460963,420.56,CN(C)CC(C)(C)Cn1c(CCc2ccccc2)nc2cc(/C=C/C(=O)NO)ccc21,T1/2,'=',1.0,hr,0.0,0.0,stable,1,3.93,5,2,14,0.36,70.39,3.9279
CHEMBL2177819,420.48,Nc1ncccc1-c1nc2cccnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,T1/2,'=',1.0,hr,0.0,0.0,stable,1,3.99,6,2,6,0.04,98.72,3.9947
CHEMBL3759800,412.02,CC(CCNCCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,T1/2,'=',1.0,hr,0.0,0.0,stable,1,6.27,3,2,9,0.64,36.95,6.2748
CHEMBL3758349,397.99,CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,T1/2,'=',1.0,hr,0.0,0.0,stable,1,5.88,3,2,8,0.625,36.95,5.8847
CHEMBL3760015,363.55,CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2ccccc12,T1/2,'=',1.0,hr,0.0,0.0,stable,1,5.23,3,2,8,0.625,36.95,5.2313
CHEMBL1630801,355.36,C[C@@H]1CCN(C(=O)CC(F)(F)F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,T1/2,'=',1.0,hr,0.0,0.0,stable,1,2.58,4,1,5,0.5625,65.12,2.5835
CHEMBL1773706,314.34,O=C(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccccc1,T1/2,'=',1.0,hr,0.0,0.0,stable,1,4.75,3,1,3,0.0,55.13,4.7471
CHEMBL4063315,203.16,CC(=O)Nc1ccc(C(F)(F)F)cc1,T1/2,'=',1.0,hr,0.0,0.0,stable,1,2.66,1,1,2,0.222222222,29.1,2.6638
CHEMBL4092910,485.98,Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(=O)NCCCl,T1/2,'=',1.017,hr,0.016857117,0.007320953,stable,1,5.8,6,3,11,0.148148148,123.96,5.7986
CHEMBL390776,389.46,COc1cccc2c(=O)n(Cc3ccccc3C#N)c(N3CCCC(N)C3)nc12,T1/2,'=',1.017,hr,0.016857117,0.007320953,stable,1,2.25,7,1,6,0.318181818,97.17,2.25258
CHEMBL1650420,374.45,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(-c2cc[nH]c2)c1=O,T1/2,'=',1.017,hr,0.016857117,0.007320953,stable,1,2.09,6,2,5,0.285714286,103.73,2.08588
CHEMBL1412368,336.39,O=C1CC(=O)N(CCc2ccccc2)C(=O)N1CCc1ccccc1,T1/2,'=',1.017,hr,0.016857117,0.007320953,stable,1,2.65,3,0,6,0.25,57.69,2.6527
CHEMBL2375772,263.39,CC(C)CCc1cc(N2CCN(C)CC2)nc(N)n1,T1/2,'=',1.017,hr,0.016857117,0.007320953,stable,1,1.4,5,1,8,0.714285714,58.28,1.3992
CHEMBL4473820,406.52,CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4cc(C#N)cs4)n[nH]3)cc2)CC1,T1/2,'=',1.032,hr,0.031498667,0.013679697,stable,1,3.77,6,3,6,0.285714286,96.84,3.76828
CHEMBL4556261,499.62,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,T1/2,'=',1.033,hr,0.03246719,0.014100322,stable,1,2.96,7,0,8,0.428571429,77.81,2.96402
CHEMBL4098090,265.26,CS(C)(=O)=NC(=O)c1ccc(C(F)(F)F)cc1,T1/2,'=',1.033,hr,0.03246719,0.014100322,stable,1,2.57,2,0,3,0.3,46.5,2.5732
CHEMBL3808472,465.56,Cc1cc(CCC#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(=O)NC1CC1,T1/2,'=',1.05,hr,0.048790164,0.021189299,stable,1,5.64,6,3,11,0.25,123.96,5.6416
CHEMBL710,372.55,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,T1/2,'=',1.05,hr,0.048790164,0.021189299,stable,1,3.81,2,2,3,0.826086957,58.2,3.8145
CHEMBL3357901,727.26,CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCC(=O)N(C)C,T1/2,'=',1.067,hr,0.064850972,0.028164419,stable,1,6.28,9,2,16,0.384615385,144.75,6.2808
CHEMBL1684492,553.27,CON(Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F)C(C)=O,T1/2,'=',1.067,hr,0.064850972,0.028164419,stable,1,3.02,6,3,12,0.263157895,100.13,3.0157
CHEMBL3337538,528.59,CC(=O)N1CCN(c2ccc(C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)CC1,T1/2,'=',1.067,hr,0.064850972,0.028164419,stable,1,3.35,5,3,8,0.24137931,110.43,3.3503
CHEMBL4087703,483.45,Cc1[nH]nc2c1C(c1cc(-c3cncc(C(=O)O)c3)cc(C(F)(F)F)c1)(C(C)C)C(C#N)=C(N)O2,T1/2,'=',1.067,hr,0.064850972,0.028164419,stable,1,4.53,7,3,8,0.25,137.91,4.5255
CHEMBL390529,428.32,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Cl)cc(Cl)cc2c1=O,T1/2,'=',1.067,hr,0.064850972,0.028164419,stable,1,3.55,6,1,4,0.285714286,87.94,3.55078
CHEMBL4095346,398.44,COc1cc2nc(Nc3ccc(F)cc3)nc(NCC3CCCO3)c2cc1OC,T1/2,'=',1.067,hr,0.064850972,0.028164419,stable,1,4.12,7,2,9,0.333333333,77.53,4.1206
CHEMBL1939219,364.29,O=C1CC(=O)CC([C@@H]2C[C@H]2c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1,T1/2,'=',1.067,hr,0.064850972,0.028164419,stable,1,4.77,2,0,2,0.529411765,34.14,4.766
CHEMBL2386141,281.25,Fc1ccc(-c2ccc(C3(C(F)(F)F)CC3)cc2)nc1,T1/2,'=',1.067,hr,0.064850972,0.028164419,stable,1,4.48,1,0,2,0.266666667,12.89,4.4816
CHEMBL555455,603.87,CC1=C2C[C@H]3[C@@H](CC[C@@H]4Cc5nn(S(=O)(=O)c6ccc(C)cc6)cc5C[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',1.083,hr,0.079734968,0.034628457,stable,1,6.47,6,1,7,0.694444444,73.22,6.46782
CHEMBL559272,468.73,CC(=O)N[C@@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C,T1/2,'=',1.083,hr,0.079734968,0.034628457,stable,1,5.62,3,2,6,0.9,50.36,5.6157
CHEMBL2179515,441.45,Cc1noc(-c2ccc3c(c2)c2c(n3CC(F)COc3cc(F)cc(F)c3)CCCC2)n1,T1/2,'=',1.083,hr,0.079734968,0.034628457,stable,1,5.57,5,0,7,0.333333333,53.08,5.57382
CHEMBL518940,440.67,CC1=C2C[C@H]3[C@@H](CC[C@@H]4CNC(=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',1.083,hr,0.079734968,0.034628457,stable,1,4.84,3,2,4,0.892857143,50.36,4.8371
CHEMBL598279,356.43,COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,T1/2,'=',1.083,hr,0.079734968,0.034628457,stable,1,4.99,5,2,7,0.090909091,59.07,4.9941
CHEMBL1592481,277.5,C1CCC(C(C[C@@H]2CCCCN2)C2CCCCC2)CC1,T1/2,'=',1.083,hr,0.079734968,0.034628457,stable,1,5.3,1,1,4,1.0,12.03,5.2954
CHEMBL3400949,643.14,CCOc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O,T1/2,'=',1.1,hr,0.09531018,0.041392685,stable,1,6.13,9,3,12,0.352941176,148.33,6.129
CHEMBL4060057,503.91,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,T1/2,'=',1.1,hr,0.09531018,0.041392685,stable,1,5.42,5,3,8,0.25,96.01,5.42152
CHEMBL3758376,461.59,CN(C)CCNC(=O)c1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2)cc1,T1/2,'=',1.1,hr,0.09531018,0.041392685,stable,1,3.8,7,3,12,0.24,90.38,3.7952
CHEMBL1835135,446.47,O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C(=O)N1CC(F)F,T1/2,'=',1.1,hr,0.09531018,0.041392685,stable,1,3.9,4,0,7,0.434782609,56.75,3.9029
CHEMBL2047450,292.77,CN1CCN(C(=O)c2cc3cc(Cl)cc(N)c3[nH]2)CC1,T1/2,'=',1.1,hr,0.09531018,0.041392685,stable,1,1.79,3,2,3,0.357142857,65.36,1.7911
CHEMBL2386151,276.26,CC(c1ccc(-c2ccc(C#N)cn2)cc1)C(F)(F)F,T1/2,'=',1.1,hr,0.09531018,0.041392685,stable,1,4.29,2,0,3,0.2,36.68,4.28608
CHEMBL4095177,636.63,[2H]c1nc(C(NC(=O)c2cc(-c3cc4c(C(=O)NC)c(-c5ccc(F)cc5)oc4nc3CCC(F)(F)F)cnc2OC([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])no1,T1/2,'=',1.117,hr,0.11064652,0.048053173,stable,1,5.61,9,2,13,0.266666667,145.27,5.6071
CHEMBL567510,319.79,CCc1nn(CCO)c(CC)c1Oc1cc(Cl)cc(C#N)c1,T1/2,'=',1.117,hr,0.11064652,0.048053173,stable,1,3.32,5,1,9,0.375,71.07,3.31758
CHEMBL2181496,426.5,COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cnc2N)cn1,T1/2,'=',1.12,hr,0.113328685,0.049218023,stable,1,2.42,7,1,7,0.238095238,107.64,2.4223
CHEMBL3617336,364.4,CNc1nc(NC2CC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,T1/2,'=',1.148,hr,0.138021298,0.059941888,stable,1,4.99,5,2,5,0.294117647,49.84,4.9931
CHEMBL3408844,596.69,CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4cncnc4)n(C)c3c2)ccc1/C=C/C(=O)O,T1/2,'=',1.15,hr,0.139761942,0.06069784,stable,1,5.33,9,3,14,0.333333333,148.33,5.3315
CHEMBL2403320,464.48,CC(C)N(c1ccc(Oc2ncccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,T1/2,'=',1.15,hr,0.139761942,0.06069784,stable,1,6.16,5,1,9,0.458333333,79.73,6.1586
CHEMBL563244,417.44,N#Cc1ccc(NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)nc1,T1/2,'=',1.15,hr,0.139761942,0.06069784,stable,1,2.73,5,2,8,0.380952381,95.04,2.73358
CHEMBL453148,321.79,CCS(=O)(=O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,T1/2,'=',1.15,hr,0.139761942,0.06069784,stable,1,3.94,4,0,4,0.133333333,60.17,3.9418
CHEMBL2386143,288.27,N#Cc1cc(-c2ccc(C3(C(F)(F)F)CC3)cc2)ccn1,T1/2,'=',1.15,hr,0.139761942,0.06069784,stable,1,4.21,2,0,2,0.25,36.68,4.21418
CHEMBL151570,508.53,O=C1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCCCC1,T1/29,'=',1.166666667,hr,0.15415068,0.06694679,stable,1,4.84,4,0,7,0.740740741,36.02,4.8404
CHEMBL348653,502.49,O=C1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,T1/29,'=',1.166666667,hr,0.15415068,0.06694679,stable,1,4.46,4,0,7,0.518518519,36.02,4.4603
CHEMBL4079818,566.46,Cc1[nH]nc2c1C(c1cc(-c3ccc(OC(F)(F)F)c(C(=O)O)c3)cc(C(F)(F)F)c1)(C(C)C)C(C#N)=C(N)O2,T1/2,'=',1.167,hr,0.154436353,0.067070856,stable,1,6.03,7,3,9,0.269230769,134.25,6.0291
CHEMBL2431538,539.01,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(/C=C/c2ccc(Cl)cc2)cc1F,T1/2,'=',1.167,hr,0.154436353,0.067070856,stable,1,6.51,3,3,8,0.064516129,86.88,6.5056
CHEMBL562938,478.73,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@@H](n5ccnn5)CC[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',1.167,hr,0.154436353,0.067070856,stable,1,5.94,5,1,5,0.866666667,51.97,5.9438
CHEMBL602142,449.55,CN1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,T1/2,'=',1.167,hr,0.154436353,0.067070856,stable,1,4.42,6,1,6,0.461538462,78.92,4.4212
CHEMBL563930,425.66,CC1=C2C[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',1.167,hr,0.154436353,0.067070856,stable,1,5.68,3,1,4,0.892857143,38.33,5.6801
CHEMBL3676258,415.47,N[C@H]1CCCN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,T1/2,'=',1.167,hr,0.154436353,0.067070856,stable,1,3.66,6,2,5,0.25,84.14,3.6631
CHEMBL1650414,385.47,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(-c2ccccc2)c1=O,T1/2,'=',1.167,hr,0.154436353,0.067070856,stable,1,2.76,6,1,5,0.260869565,87.94,2.75778
CHEMBL557723,411.47,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CCCC1)Cc1cc(F)c(F)cc1F,T1/2,'=',1.183,hr,0.168053585,0.072984745,stable,1,2.66,3,2,8,0.619047619,75.43,2.6612
CHEMBL1684986,376.42,Nc1ncc(-c2nc(N3CCOCC3)nc3c2CCN3c2cccnc2)cn1,T1/2,'=',1.183,hr,0.168053585,0.072984745,stable,1,1.44,9,1,4,0.315789474,106.18,1.4416
CHEMBL3827111,545.38,CC1(C)C(=O)N(c2ccc([N+](=O)[O-])cc2C(F)(F)F)C(=S)N1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,T1/2,'=',1.192,hr,0.175632569,0.076276255,stable,1,6.57,4,0,5,0.3,66.69,6.5679
CHEMBL2376391,547.66,CN1CCc2cc(-c3ccc4oc5c(-c6ccccc6)nc(=O)n(CCN6CCCC6C(N)=O)c5c4c3)ccc2C1,T1/2,'=',1.217,hr,0.196388814,0.085290578,stable,1,4.41,7,1,7,0.303030303,97.6,4.4143
CHEMBL1783748,481.57,Cc1ccc(NC(=O)[C@H](CC2CCC(F)(F)CC2)n2ccc(S(=O)(=O)C(C)C)cc2=O)nc1,T1/2,'=',1.217,hr,0.196388814,0.085290578,stable,1,4.13,6,1,10,0.52173913,98.13,4.12922
CHEMBL1630091,466.58,CCN(CC)CCOc1ccc(CCC(Cc2cc3ccc(C)cc3oc2=O)C(=O)NO)cc1,T1/2,'=',1.217,hr,0.196388814,0.085290578,stable,1,4.12,6,2,16,0.407407407,92.01,4.11892
CHEMBL3354543,426.54,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)CN2CCS(=O)(=O)CC2)no1,T1/2,'=',1.217,hr,0.196388814,0.085290578,stable,1,1.02,7,1,4,0.736842105,112.82,1.0221
CHEMBL3235059,396.41,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2c2ccc(C(F)(F)F)cn2)no1,T1/2,'=',1.233,hr,0.209450224,0.090963077,stable,1,4.38,5,1,3,0.526315789,71.26,4.3835
CHEMBL4078482,489.53,CCC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O,T1/2,'=',1.25,hr,0.223143551,0.096910013,stable,1,0.18,12,2,15,0.545454545,163.79,0.1835
CHEMBL551553,425.66,CC1=C2C[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',1.25,hr,0.223143551,0.096910013,stable,1,5.68,3,1,4,0.892857143,38.33,5.6801
CHEMBL2041987,406.43,Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cc1C(F)(F)F,T1/2,'=',1.25,hr,0.223143551,0.096910013,stable,1,4.73,4,1,6,0.15,73.05,4.72852
CHEMBL3354539,389.88,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)c2ccc(Cl)cc2)no1,T1/2,'=',1.25,hr,0.223143551,0.096910013,stable,1,4.26,4,1,3,0.45,75.44,4.2589
CHEMBL3408872,593.68,COc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ccccn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O,T1/2,'=',1.267,hr,0.236651901,0.102776615,stable,1,5.69,8,3,11,0.323529412,135.44,5.6905
CHEMBL250041,540.67,CCCCCN(C(=O)Nc1ccc(SC(F)(F)F)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1,T1/2,'=',1.267,hr,0.236651901,0.102776615,stable,1,7.45,5,2,13,0.461538462,69.64,7.4453
